0;ID;Massnahme;Ebene1;Ebene2;Ebene3;Wert;Werttyp;Parametername R;...10
127;ID;R_001_Gründach;Vor- und Nachteile;Vorteile;8;NA;String;vornach;NA
128;ID;R_001_Gründach;Vor- und Nachteile;Vorteile;9;NA;String;vornach;NA
129;ID;R_001_Gründach;Vor- und Nachteile;Vorteile;10;NA;String;vornach;NA
130;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;1;NA;String;vornach;NA
131;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;2;NA;String;vornach;NA
132;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;3;NA;String;vornach;NA
133;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;4;NA;String;vornach;NA
134;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;5;NA;String;vornach;NA
135;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;6;NA;String;vornach;NA
136;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;7;NA;String;vornach;NA
137;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;8;NA;String;vornach;NA
138;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;9;NA;String;vornach;NA
139;ID;R_001_Gründach;Vor- und Nachteile;Nachteile;10;NA;String;vornach;NA
140;ID;R_001_Gründach;Fallbeispiele;1;Projektname;NA;String;fallbsp;NA
141;ID;R_001_Gründach;Fallbeispiele;1;Stadt;NA;String;fallbsp;NA
142;ID;R_001_Gründach;Fallbeispiele;1;Land;NA;String;fallbsp;NA
143;ID;R_001_Gründach;Fallbeispiele;1;Erläuterung;NA;String;fallbsp;NA
144;ID;R_001_Gründach;Fallbeispiele;2;Projektname;NA;String;fallbsp;NA
145;ID;R_001_Gründach;Fallbeispiele;2;Stadt;NA;String;fallbsp;NA
146;ID;R_001_Gründach;Fallbeispiele;2;Land;NA;String;fallbsp;NA
147;ID;R_001_Gründach;Fallbeispiele;2;Erläuterung;NA;String;fallbsp;NA
148;ID;R_001_Gründach;Fallbeispiele;3;Projektname;NA;String;fallbsp;NA
149;ID;R_001_Gründach;Fallbeispiele;3;Stadt;NA;String;fallbsp;NA
150;ID;R_001_Gründach;Fallbeispiele;3;Land;NA;String;fallbsp;NA
151;ID;R_001_Gründach;Fallbeispiele;3;Erläuterung;NA;String;fallbsp;NA
152;ID;R_001_Gründach;Literatur;Struktur noch unklar;Struktur noch unklar;NA;String;noch in arbeit;NA
