"0";"ID";"Massnahme";"Ebene1";"Ebene2";"Ebene3";"Wert";"Werttyp";"Parametername R";"...10"
22;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Fläche";"Luftreinhaltung";"0";"Boolean";"cbgflaeche";NA
23;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Fläche";"Biodiversität";"0";"Boolean";"cbgflaeche";NA
24;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Fläche";"Aufenthalts-/ Freiraumqualität";"0";"Boolean";"cbgflaeche";NA
25;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Schmutzwasser";"Gesundheitsvorsorge";"0";"Boolean";"cbgschmutzwasser";NA
26;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Schmutzwasser";"Gewässerschutz";"0";"Boolean";"cbgschmutzwasser";NA
27;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Schmutzwasser";"Trinwassereinsparung";"0";"Boolean";"cbgschmutzwasser";NA
28;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Schmutzwasser";"Nährstoffgewinnung";"0";"Boolean";"cbgschmutzwasser";NA
29;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Elektrizität";"0";"Boolean";"cbgenergie";NA
30;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Wärme";"0";"Boolean";"cbgenergie";NA
31;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Brennstoffe";"0";"Boolean";"cbgenergie";NA
32;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Erzeugung";"0";"Boolean";"cbgenergie";NA
33;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Verteilung";"0";"Boolean";"cbgenergie";NA
34;"ID";"E_003_Wärmepumpen";"Wirkung/Funktion";"Energie";"Verbrauch";"0";"Boolean";"cbgenergie";NA
35;"ID";"E_003_Wärmepumpen";"Anwendungsebene";"Gebäudeebene";"NA";"0";"Boolean";"cbgAnwendungsebene";NA
36;"ID";"E_003_Wärmepumpen";"Anwendungsebene";"Grundstücksebene";"NA";"0";"Boolean";"cbgAnwendungsebene";NA
37;"ID";"E_003_Wärmepumpen";"Anwendungsebene";"Quartiersebene";"NA";"0";"Boolean";"cbgAnwendungsebene";NA
38;"ID";"E_003_Wärmepumpen";"Anwendungsebene";"Hinweis";"NA";"NA";"String";"hinw1";NA
39;"ID";"E_003_Wärmepumpen";"Flächenbedarf";"m²/EW";"NA";"NA";"Integer";"flaechenbedEW";NA
40;"ID";"E_003_Wärmepumpen";"Flächenbedarf";"XX";"NA";"NA";"Integer";"flaechenbedEinheit";NA
41;"ID";"E_003_Wärmepumpen";"Flächenbedarf";"m²/XX";"NA";"NA";"Integer";"fleachenbedXX";NA
42;"ID";"E_003_Wärmepumpen";"Flächenbedarf";"Hinweis";"NA";"NA";"String";"hinw2";NA
43;"ID";"E_003_Wärmepumpen";"Nutzungsdauer";"min";"NA";"NA";"Integer";"nutzdmin";NA
44;"ID";"E_003_Wärmepumpen";"Nutzungsdauer";"max";"NA";"NA";"Integer";"nutzdmax";NA
45;"ID";"E_003_Wärmepumpen";"Nutzungsdauer";"üblich";"NA";"NA";"Integer";"nutzdueblich";NA
46;"ID";"E_003_Wärmepumpen";"Nutzungsdauer";"Hinweis";"NA";"NA";"String";"hinw3";NA
47;"ID";"E_003_Wärmepumpen";"Entwicklungsstand";"Stand der Wissenschaft und Technik";"NA";"0";"Boolean";"cbgentwicklungsstand";NA
48;"ID";"E_003_Wärmepumpen";"Entwicklungsstand";"Stand der Technik";"NA";"0";"Boolean";"cbgentwicklungsstand";NA
